Airline,Source,Destination,Total_Stops,Price,Duration_In_Min,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Journey_month,Journey_day
IndiGo,Kolkata,Banglore,0,4174,155.0,22,15,0,50,April,Tuesday
Jet Airways,Delhi,Cochin,2,11150,1045.0,19,10,12,35,June,Thursday
IndiGo,Delhi,Cochin,1,5912,310.0,17,5,22,15,April,Wednesday
Air India,Delhi,Cochin,1,8907,570.0,13,30,23,0,June,Thursday
Air India,Banglore,New Delhi,1,8767,640.0,17,0,3,40,March,Saturday
Jet Airways,Delhi,Cochin,1,12242,520.0,19,45,4,25,March,Wednesday
Air India,Kolkata,Banglore,1,6327,580.0,19,0,4,40,May,Friday
SpiceJet,Chennai,Kolkata,0,3543,135.0,9,45,12,0,May,Friday
Multiple carriers,Delhi,Cochin,1,15058,675.0,8,0,19,15,June,Monday
Jet Airways,Banglore,New Delhi,1,11087,1410.0,18,55,18,25,March,Tuesday
Jet Airways,Kolkata,Banglore,1,13941,520.0,20,0,4,40,May,Thursday
SpiceJet,Delhi,Cochin,1,7317,380.0,15,45,22,5,June,Saturday
Jet Airways,Kolkata,Banglore,1,9663,775.0,21,10,10,5,May,Friday
IndiGo,Delhi,Cochin,1,5065,300.0,16,0,21,0,April,Wednesday
Air India,Delhi,Cochin,1,8907,795.0,9,45,23,0,June,Thursday
SpiceJet,Kolkata,Banglore,0,4148,150.0,9,0,11,30,March,Thursday
Multiple carriers,Delhi,Cochin,1,13587,420.0,14,0,21,0,June,Sunday
Jet Airways,Delhi,Cochin,1,10262,395.0,21,50,4,25,June,Thursday
Jet Airways,Banglore,New Delhi,1,12284,1090.0,14,5,8,15,March,Monday
Jet Airways,Kolkata,Banglore,1,14781,1285.0,18,55,16,20,May,Wednesday
Jet Airways,Kolkata,Banglore,1,9663,1495.0,8,25,9,20,May,Saturday
IndiGo,Banglore,New Delhi,0,19685,170.0,13,0,15,50,March,Friday
Air India,Kolkata,Banglore,1,10203,795.0,10,0,23,15,May,Sunday
Jet Airways,Kolkata,Banglore,1,13941,1330.0,6,30,4,40,May,Wednesday
Air India,Banglore,New Delhi,0,25703,165.0,21,10,23,55,March,Friday
Jet Airways,Delhi,Cochin,1,10262,865.0,14,0,4,25,June,Sunday
SpiceJet,Chennai,Kolkata,0,3543,140.0,17,45,20,5,May,Wednesday
SpiceJet,Kolkata,Banglore,0,3841,150.0,14,55,17,25,April,Saturday
Jet Airways,Delhi,Cochin,1,15554,450.0,11,30,19,0,May,Saturday
Jet Airways,Kolkata,Banglore,1,10844,345.0,14,5,19,50,May,Friday
Jet Airways,Kolkata,Banglore,1,12692,1285.0,17,0,14,25,June,Wednesday
Jet Airways,Mumbai,Hyderabad,0,3210,90.0,19,35,21,5,June,Sunday
Air India,Delhi,Cochin,2,9601,435.0,12,0,19,15,May,Wednesday
Multiple carriers,Delhi,Cochin,1,13377,750.0,13,0,1,30,June,Saturday
Jet Airways,Kolkata,Banglore,1,11134,1395.0,18,55,18,10,March,Sunday
Multiple carriers,Delhi,Cochin,1,8055,725.0,8,55,21,0,March,Wednesday
Jet Airways,Delhi,Cochin,1,12242,655.0,17,30,4,25,March,Wednesday
Air India,Banglore,New Delhi,1,8425,1520.0,22,0,23,20,March,Saturday
SpiceJet,Mumbai,Hyderabad,0,2753,90.0,5,45,7,15,June,Saturday
SpiceJet,Banglore,Delhi,0,3311,175.0,21,10,0,5,May,Monday
IndiGo,Kolkata,Banglore,1,4226,240.0,6,20,10,20,June,Wednesday
Jet Airways,Banglore,New Delhi,1,26890,1210.0,8,55,5,5,March,Friday
Multiple carriers,Delhi,Cochin,1,12524,780.0,6,0,19,0,June,Monday
SpiceJet,Kolkata,Banglore,0,3847,150.0,17,15,19,45,March,Thursday
Jet Airways,Kolkata,Banglore,1,12681,425.0,16,30,23,35,April,Monday
Jet Airways,Delhi,Cochin,2,13882,1140.0,9,25,4,25,June,Thursday
Jet Airways,Kolkata,Banglore,1,10844,740.0,8,25,20,45,June,Thursday
Jet Airways,Banglore,New Delhi,1,12547,650.0,21,25,8,15,March,Tuesday
Jet Airways,Kolkata,Banglore,1,14178,585.0,18,55,4,40,June,Sunday
IndiGo,Delhi,Cochin,1,14871,575.0,16,0,1,35,March,Sunday
Multiple carriers,Delhi,Cochin,1,15078,780.0,8,0,21,0,March,Wednesday
IndiGo,Kolkata,Banglore,0,4804,160.0,21,25,0,5,May,Tuesday
SpiceJet,Kolkata,Banglore,0,3873,150.0,17,10,19,40,May,Thursday
SpiceJet,Kolkata,Banglore,0,3841,150.0,17,10,19,40,June,Monday
GoAir,Delhi,Cochin,1,5457,355.0,7,0,12,55,June,Saturday
Jet Airways,Kolkata,Banglore,1,14781,510.0,14,5,22,35,May,Sunday
Jet Airways,Delhi,Cochin,1,15764,1260.0,21,50,18,50,March,Saturday
Vistara,Banglore,Delhi,0,4668,170.0,9,45,12,35,June,Wednesday
Jet Airways,Delhi,Cochin,0,9564,195.0,11,0,14,15,June,Monday
IndiGo,Delhi,Cochin,1,7191,860.0,6,40,21,0,May,Wednesday
Jet Airways,Delhi,Cochin,1,15764,520.0,19,45,4,25,March,Wednesday
Jet Airways,Kolkata,Banglore,1,14388,1315.0,14,5,12,0,May,Monday
Jet Airways,Delhi,Cochin,1,6540,520.0,19,45,4,25,March,Wednesday
SpiceJet,Banglore,Delhi,0,3625,170.0,9,30,12,20,June,Monday
Multiple carriers,Delhi,Cochin,1,8266,705.0,7,30,19,15,May,Thursday
SpiceJet,Kolkata,Banglore,1,10944,435.0,11,15,18,30,May,Saturday
IndiGo,Delhi,Cochin,1,5073,300.0,16,0,21,0,March,Wednesday
Jet Airways,Banglore,New Delhi,1,9134,400.0,5,45,12,25,March,Friday
Vistara,Kolkata,Banglore,1,8085,1440.0,20,20,20,20,June,Wednesday
Jet Airways,Banglore,New Delhi,1,22270,325.0,7,0,12,25,March,Wednesday
Air India,Kolkata,Banglore,2,9836,1620.0,7,0,10,0,April,Monday
IndiGo,Delhi,Cochin,1,14871,420.0,18,35,1,35,March,Sunday
Jet Airways,Mumbai,Hyderabad,2,23528,605.0,6,30,16,35,March,Tuesday
Jet Airways,Banglore,Delhi,0,8016,180.0,7,10,10,10,June,Thursday
Jet Airways,Banglore,New Delhi,1,12284,550.0,7,0,16,10,March,Monday
Multiple carriers,Delhi,Cochin,1,7005,900.0,6,0,21,0,June,Wednesday
IndiGo,Kolkata,Banglore,0,4804,155.0,11,30,14,5,June,Monday
IndiGo,Delhi,Cochin,1,6827,300.0,5,5,10,5,March,Wednesday
Air India,Mumbai,Hyderabad,0,3100,80.0,6,20,7,40,May,Sunday
Jet Airways,Mumbai,Hyderabad,0,2759,90.0,19,35,21,5,March,Friday
Jet Airways,Kolkata,Banglore,1,13067,1480.0,20,25,21,5,May,Thursday
GoAir,Banglore,Delhi,0,3898,165.0,20,55,23,40,April,Monday
Jet Airways,Delhi,Cochin,2,10368,1125.0,9,40,4,25,June,Wednesday
SpiceJet,Banglore,New Delhi,0,4273,170.0,5,45,8,35,March,Monday
SpiceJet,Banglore,Delhi,0,3311,160.0,5,55,8,35,May,Friday
Multiple carriers,Delhi,Cochin,1,15136,720.0,9,0,21,0,March,Wednesday
Multiple carriers,Delhi,Cochin,1,6601,665.0,7,5,18,10,April,Tuesday
Vistara,Kolkata,Banglore,1,8452,1580.0,20,20,22,40,May,Friday
Jet Airways,Kolkata,Banglore,1,9314,1285.0,17,0,14,25,May,Wednesday
IndiGo,Delhi,Cochin,1,6386,345.0,2,0,7,45,June,Saturday
Multiple carriers,Delhi,Cochin,1,13377,840.0,11,30,1,30,June,Monday
Jet Airways,Mumbai,Hyderabad,0,5678,90.0,2,55,4,25,March,Sunday
Air Asia,Banglore,Delhi,0,4483,170.0,23,55,2,45,May,Saturday
Jet Airways,Delhi,Cochin,1,12898,1355.0,14,0,12,35,May,Monday
IndiGo,Banglore,New Delhi,0,7648,175.0,7,10,10,5,March,Sunday
Jet Airways,Kolkata,Banglore,1,14571,1025.0,6,30,23,35,June,Sunday
IndiGo,Mumbai,Hyderabad,0,4049,90.0,6,25,7,55,June,Thursday
Air India,Banglore,New Delhi,2,11728,875.0,8,50,23,25,March,Monday
SpiceJet,Kolkata,Banglore,0,3873,155.0,6,55,9,30,April,Thursday
Air India,Delhi,Cochin,1,7480,765.0,20,40,9,25,May,Thursday
Jet Airways,Banglore,Delhi,0,8541,180.0,19,50,22,50,June,Friday
Jet Airways,Banglore,New Delhi,1,31825,755.0,22,50,11,25,March,Friday
IndiGo,Chennai,Kolkata,0,3597,140.0,14,45,17,5,June,Saturday
Jet Airways,Banglore,New Delhi,1,13817,1070.0,21,25,15,15,March,Tuesday
Jet Airways,Kolkata,Banglore,1,14571,740.0,8,25,20,45,May,Friday
Air Asia,Delhi,Cochin,1,6853,865.0,16,45,7,10,June,Saturday
SpiceJet,Banglore,Delhi,0,3573,170.0,9,30,12,20,May,Monday
Vistara,Kolkata,Banglore,1,9345,1550.0,17,0,18,50,May,Wednesday
Multiple carriers,Delhi,Cochin,1,13797,780.0,8,0,21,0,June,Wednesday
Air India,Banglore,New Delhi,3,12358,1355.0,12,0,10,35,March,Sunday
Multiple carriers,Delhi,Cochin,1,14086,440.0,18,15,1,35,March,Saturday
IndiGo,Chennai,Kolkata,0,3597,140.0,19,35,21,55,May,Friday
Jet Airways,Kolkata,Banglore,1,13731,800.0,18,55,8,15,May,Friday
Jet Airways,Delhi,Cochin,1,12898,520.0,19,45,4,25,May,Tuesday
Jet Airways,Delhi,Cochin,1,14714,745.0,16,0,4,25,June,Thursday
Vistara,Banglore,Delhi,0,5403,170.0,11,30,14,20,April,Friday
Jet Airways,Banglore,Delhi,0,5769,165.0,6,0,8,45,June,Monday
Air Asia,Kolkata,Banglore,0,5620,155.0,10,20,12,55,March,Sunday
IndiGo,Delhi,Cochin,0,5000,195.0,5,35,8,50,June,Tuesday
Air India,Delhi,Cochin,2,10703,1855.0,12,20,19,15,March,Thursday
Multiple carriers,Delhi,Cochin,1,13727,570.0,11,30,21,0,May,Saturday
Jet Airways,Kolkata,Banglore,1,14388,800.0,20,0,9,20,May,Sunday
Jet Airways,Banglore,New Delhi,1,22270,1420.0,8,0,7,40,March,Friday
IndiGo,Delhi,Cochin,1,6769,345.0,21,50,3,35,May,Monday
Air Asia,Kolkata,Banglore,2,5192,500.0,15,10,23,30,May,Friday
Jet Airways,Mumbai,Hyderabad,0,4995,85.0,2,55,4,20,May,Friday
IndiGo,Chennai,Kolkata,0,8580,140.0,7,55,10,15,March,Friday
Air India,Delhi,Cochin,1,7480,1255.0,12,30,9,25,June,Saturday
Jet Airways,Banglore,Delhi,0,5198,180.0,8,20,11,20,April,Saturday
Jet Airways,Delhi,Cochin,2,10368,560.0,9,40,19,0,June,Thursday
Jet Airways,Mumbai,Hyderabad,0,8040,85.0,7,5,8,30,May,Monday
Jet Airways,Delhi,Cochin,2,18909,1205.0,8,20,4,25,March,Saturday
Air India,Kolkata,Banglore,2,12849,1345.0,7,0,5,25,April,Monday
Air India,Delhi,Cochin,1,22798,1350.0,9,45,8,15,March,Friday
Jet Airways,Kolkata,Banglore,1,14571,590.0,8,25,18,15,June,Thursday
Jet Airways,Banglore,New Delhi,1,13502,1090.0,14,5,8,15,March,Wednesday
SpiceJet,Chennai,Kolkata,0,3332,140.0,17,45,20,5,March,Wednesday
Multiple carriers,Delhi,Cochin,1,7354,705.0,7,30,19,15,June,Thursday
Multiple carriers,Delhi,Cochin,1,8073,660.0,10,0,21,0,May,Wednesday
IndiGo,Mumbai,Hyderabad,0,4049,85.0,9,10,10,35,March,Thursday
Jet Airways,Delhi,Cochin,1,15029,1570.0,2,15,4,25,March,Saturday
Air India,Delhi,Cochin,2,10975,1420.0,9,45,9,25,June,Monday
Multiple carriers,Delhi,Cochin,1,7038,920.0,7,10,22,30,June,Saturday
Jet Airways,Delhi,Cochin,1,15554,660.0,8,0,19,0,May,Thursday
Air India,Banglore,Delhi,0,5228,170.0,21,5,23,55,June,Wednesday
IndiGo,Delhi,Cochin,1,5636,325.0,2,0,7,25,June,Saturday
Air India,Delhi,Cochin,2,9653,1180.0,12,0,7,40,June,Thursday
Jet Airways,Kolkata,Banglore,1,8586,910.0,18,55,10,5,May,Friday
SpiceJet,Mumbai,Hyderabad,0,2017,90.0,13,15,14,45,May,Tuesday
Vistara,Kolkata,Banglore,1,9345,1625.0,20,20,23,25,May,Friday
Jet Airways,Delhi,Cochin,2,9270,1925.0,10,45,18,50,March,Thursday
Jet Airways,Delhi,Cochin,2,13292,810.0,5,30,19,0,June,Monday
Jet Airways,Delhi,Cochin,2,8098,1570.0,17,35,19,45,March,Wednesday
Air India,Delhi,Cochin,1,7952,1420.0,9,45,9,25,June,Thursday
IndiGo,Delhi,Cochin,1,5883,415.0,18,35,1,30,June,Wednesday
Jet Airways,Banglore,Delhi,0,8016,180.0,19,50,22,50,June,Thursday
SpiceJet,Kolkata,Banglore,0,4174,150.0,17,10,19,40,May,Saturday
Multiple carriers,Delhi,Cochin,1,10696,925.0,7,5,22,30,June,Monday
Vistara,Banglore,Delhi,0,4878,155.0,17,0,19,35,June,Wednesday
SpiceJet,Banglore,Delhi,0,3971,170.0,9,30,12,20,April,Monday
Multiple carriers,Delhi,Cochin,1,7198,390.0,19,0,1,30,June,Monday
Jet Airways,Kolkata,Banglore,1,9314,1540.0,20,25,22,5,May,Monday
SpiceJet,Banglore,Delhi,0,4423,170.0,9,30,12,20,May,Wednesday
SpiceJet,Kolkata,Banglore,0,3841,155.0,6,55,9,30,April,Saturday
Multiple carriers,Delhi,Cochin,1,7154,510.0,10,45,19,15,March,Wednesday
Air India,Delhi,Cochin,1,9929,735.0,7,0,19,15,June,Saturday
Multiple carriers,Delhi,Cochin,1,8266,455.0,11,40,19,15,May,Thursday
Multiple carriers,Delhi,Cochin,1,10877,630.0,8,30,19,0,June,Wednesday
IndiGo,Kolkata,Banglore,0,4804,150.0,15,15,17,45,June,Monday
Multiple carriers,Delhi,Cochin,1,13587,570.0,11,30,21,0,June,Saturday
IndiGo,Delhi,Cochin,1,13611,515.0,4,45,13,20,March,Wednesday
IndiGo,Delhi,Cochin,1,6628,975.0,9,15,1,30,June,Thursday
IndiGo,Delhi,Cochin,0,5601,195.0,14,25,17,40,June,Wednesday
SpiceJet,Delhi,Cochin,1,5583,315.0,6,5,11,20,April,Monday
IndiGo,Banglore,Delhi,0,3943,170.0,10,10,13,0,May,Tuesday
Jet Airways,Kolkata,Banglore,1,9663,960.0,20,0,12,0,May,Sunday
IndiGo,Delhi,Cochin,1,5883,415.0,18,35,1,30,June,Saturday
IndiGo,Kolkata,Banglore,0,4804,155.0,11,30,14,5,April,Saturday
Vistara,Banglore,New Delhi,0,13383,155.0,16,0,18,35,March,Sunday
Multiple carriers,Delhi,Cochin,1,9646,555.0,13,15,22,30,June,Saturday
Jet Airways,Kolkata,Banglore,1,11467,1570.0,17,0,19,10,May,Wednesday
Air Asia,Kolkata,Banglore,1,5192,720.0,22,40,10,40,May,Sunday
Air Asia,Banglore,New Delhi,0,6477,165.0,23,25,2,10,March,Sunday
Multiple carriers,Delhi,Cochin,1,13727,720.0,9,0,21,0,May,Saturday
Vistara,Kolkata,Banglore,1,9555,1640.0,17,0,20,20,May,Saturday
Vistara,Mumbai,Hyderabad,1,12395,750.0,10,25,22,55,March,Wednesday
Jet Airways,Delhi,Cochin,1,10262,550.0,19,15,4,25,June,Saturday
Jet Airways,Kolkata,Banglore,1,14781,740.0,8,25,20,45,May,Tuesday
Jet Airways,Mumbai,Hyderabad,0,5678,90.0,10,20,11,50,May,Sunday
SpiceJet,Kolkata,Banglore,1,7804,330.0,15,55,21,25,May,Wednesday
Jet Airways,Delhi,Cochin,1,10262,1680.0,15,0,19,0,June,Thursday
Jet Airways,Banglore,Delhi,0,5198,180.0,19,50,22,50,May,Saturday
IndiGo,Mumbai,Hyderabad,0,4049,90.0,6,25,7,55,May,Friday
Air Asia,Banglore,Delhi,0,3383,165.0,11,10,13,55,June,Saturday
Air India,Delhi,Cochin,1,7174,320.0,17,40,23,0,May,Monday
Air India,Delhi,Cochin,1,8907,1590.0,20,30,23,0,May,Wednesday
Jet Airways,Delhi,Cochin,2,13014,1615.0,9,40,12,35,June,Saturday
Jet Airways,Kolkata,Banglore,1,13584,665.0,21,10,8,15,May,Monday
Air Asia,Kolkata,Banglore,0,4107,150.0,22,50,1,20,May,Wednesday
Jet Airways,Mumbai,Hyderabad,0,2071,90.0,2,55,4,25,March,Friday
Jet Airways,Delhi,Cochin,1,12373,450.0,20,55,4,25,May,Thursday
Air India,Banglore,New Delhi,2,13303,1745.0,8,50,13,55,March,Tuesday
Jet Airways,Kolkata,Banglore,1,8529,1055.0,16,30,10,5,June,Wednesday
Jet Airways,Kolkata,Banglore,1,14571,1495.0,18,55,19,50,June,Thursday
Jet Airways,Banglore,Delhi,0,8016,180.0,8,20,11,20,June,Sunday
IndiGo,Kolkata,Banglore,0,4804,160.0,21,25,0,5,June,Thursday
Air India,Banglore,New Delhi,1,5118,325.0,6,50,12,15,March,Saturday
Jet Airways,Kolkata,Banglore,1,9663,1430.0,8,25,8,15,May,Saturday
Air India,Kolkata,Banglore,2,12723,1840.0,5,50,12,30,June,Sunday
GoAir,Banglore,Delhi,0,3419,165.0,20,55,23,40,May,Sunday
Jet Airways,Banglore,New Delhi,1,11087,710.0,22,55,10,45,March,Tuesday
IndiGo,Kolkata,Banglore,0,4174,155.0,22,15,0,50,April,Friday
Jet Airways,Delhi,Cochin,1,10262,1225.0,8,0,4,25,June,Sunday
Jet Airways,Delhi,Cochin,2,12609,1620.0,9,35,12,35,June,Saturday
Vistara,Banglore,Delhi,0,4668,160.0,7,0,9,40,June,Monday
SpiceJet,Mumbai,Hyderabad,0,1965,90.0,22,45,0,15,May,Friday
IndiGo,Mumbai,Hyderabad,0,4049,90.0,6,25,7,55,June,Saturday
Air India,Kolkata,Banglore,0,5195,150.0,14,15,16,45,April,Friday
IndiGo,Kolkata,Banglore,0,4804,155.0,20,20,22,55,May,Saturday
IndiGo,Banglore,New Delhi,0,7648,170.0,13,0,15,50,March,Sunday
IndiGo,Chennai,Kolkata,0,3850,140.0,7,55,10,15,May,Friday
Air India,Banglore,Delhi,0,6121,165.0,10,0,12,45,April,Monday
IndiGo,Chennai,Kolkata,0,3540,145.0,5,15,7,40,June,Tuesday
Jet Airways,Banglore,New Delhi,1,9134,340.0,5,45,11,25,March,Friday
Jet Airways,Kolkata,Banglore,1,10844,1660.0,18,55,22,35,June,Thursday
IndiGo,Chennai,Kolkata,0,5277,140.0,22,5,0,25,June,Monday
IndiGo,Delhi,Cochin,1,5073,300.0,16,0,21,0,April,Saturday
SpiceJet,Kolkata,Banglore,0,3841,155.0,6,55,9,30,June,Monday
Multiple carriers,Delhi,Cochin,1,10877,690.0,7,30,19,0,June,Monday
Jet Airways,Delhi,Cochin,1,5406,1575.0,17,30,19,45,March,Wednesday
Jet Airways,Kolkata,Banglore,1,14151,1005.0,17,0,9,45,June,Sunday
Jet Airways,Delhi,Cochin,2,14237,1090.0,18,25,12,35,June,Monday
IndiGo,Mumbai,Hyderabad,0,2754,90.0,1,40,3,10,June,Monday
Air India,Kolkata,Banglore,1,11306,805.0,7,0,20,25,May,Saturday
Air Asia,Kolkata,Banglore,1,5192,720.0,22,40,10,40,May,Wednesday
Vistara,Chennai,Kolkata,0,3687,135.0,7,5,9,20,June,Wednesday
Multiple carriers,Delhi,Cochin,1,12192,910.0,3,50,19,0,June,Monday
Jet Airways,Delhi,Cochin,1,12898,360.0,13,0,19,0,May,Monday
Jet Airways,Delhi,Cochin,1,14924,1395.0,19,45,19,0,June,Sunday
SpiceJet,Kolkata,Banglore,1,8479,435.0,11,35,18,50,May,Friday
Multiple carriers,Delhi,Cochin,1,6943,690.0,14,0,1,30,May,Monday
Multiple carriers,Delhi,Cochin,1,7354,755.0,6,40,19,15,June,Thursday
Multiple carriers,Delhi,Cochin,1,12192,600.0,9,0,19,0,June,Thursday
IndiGo,Banglore,Delhi,0,3943,180.0,21,15,0,15,May,Friday
Jet Airways,Delhi,Cochin,2,15129,1430.0,19,10,19,0,May,Monday
Vistara,Banglore,Delhi,0,5403,160.0,7,0,9,40,April,Tuesday
Jet Airways,Delhi,Cochin,2,13882,1140.0,9,25,4,25,June,Thursday
Jet Airways,Mumbai,Hyderabad,0,5678,90.0,19,35,21,5,March,Thursday
Vistara,Banglore,Delhi,0,5403,170.0,11,30,14,20,April,Saturday
Vistara,Banglore,Delhi,0,4878,170.0,21,0,23,50,June,Thursday
IndiGo,Delhi,Cochin,2,6494,880.0,6,40,21,20,March,Wednesday
IndiGo,Banglore,New Delhi,0,4777,165.0,1,30,4,15,March,Sunday
Air India,Mumbai,Hyderabad,0,3625,90.0,13,55,15,25,June,Thursday
Air India,Kolkata,Banglore,2,9258,1830.0,12,0,18,30,April,Monday
Jet Airways,Delhi,Cochin,1,10262,360.0,13,0,19,0,June,Thursday
IndiGo,Kolkata,Banglore,0,4174,150.0,15,15,17,45,April,Wednesday
Multiple carriers,Delhi,Cochin,1,7485,910.0,10,20,1,30,May,Tuesday
Air India,Kolkata,Banglore,2,11222,1610.0,8,20,11,10,May,Saturday
Jet Airways,Kolkata,Banglore,1,12121,1685.0,17,0,21,5,May,Wednesday
Air India,Kolkata,Banglore,2,10697,610.0,8,20,18,30,May,Tuesday
Jet Airways,Delhi,Cochin,1,12373,450.0,11,30,19,0,May,Thursday
SpiceJet,Kolkata,Banglore,1,6381,520.0,8,35,17,15,May,Tuesday
Jet Airways,Delhi,Cochin,2,17072,2070.0,17,55,4,25,March,Wednesday
IndiGo,Banglore,Delhi,0,4823,175.0,18,25,21,20,May,Friday
Air India,Delhi,Cochin,1,27282,795.0,9,45,23,0,March,Sunday
IndiGo,Mumbai,Hyderabad,0,2227,95.0,20,5,21,40,June,Wednesday
IndiGo,Banglore,New Delhi,0,4545,165.0,0,40,3,25,March,Saturday
IndiGo,Kolkata,Banglore,0,4148,160.0,17,15,19,55,March,Thursday
IndiGo,Kolkata,Banglore,0,4148,155.0,15,10,17,45,March,Tuesday
Air India,Banglore,New Delhi,2,7642,1625.0,8,15,11,20,March,Thursday
Jet Airways,Delhi,Cochin,1,10262,1235.0,16,0,12,35,June,Monday
Jet Airways,Banglore,Delhi,0,4030,180.0,8,20,11,20,May,Friday
IndiGo,Delhi,Cochin,0,5000,195.0,14,25,17,40,June,Thursday
SpiceJet,Delhi,Cochin,1,5264,270.0,8,45,13,15,June,Sunday
Jet Airways,Banglore,Delhi,0,7229,185.0,18,55,22,0,June,Saturday
Jet Airways,Delhi,Cochin,1,10577,660.0,8,0,19,0,June,Monday
Air India,Kolkata,Banglore,2,12723,1625.0,5,50,8,55,May,Friday
Jet Airways,Delhi,Cochin,1,14714,395.0,21,50,4,25,June,Saturday
Jet Airways,Delhi,Cochin,1,7438,1570.0,2,15,4,25,March,Thursday
Air India,Kolkata,Banglore,1,10203,1435.0,20,30,20,25,May,Wednesday
Air Asia,Kolkata,Banglore,0,3782,150.0,22,50,1,20,March,Wednesday
Multiple carriers,Delhi,Cochin,1,8073,390.0,19,0,1,30,May,Wednesday
IndiGo,Kolkata,Banglore,0,4804,155.0,15,30,18,5,May,Thursday
IndiGo,Kolkata,Banglore,1,4864,330.0,7,10,12,40,May,Thursday
Multiple carriers,Delhi,Cochin,1,15135,730.0,6,40,18,50,March,Wednesday
Air India,Kolkata,Banglore,1,8366,1100.0,16,50,11,10,June,Thursday
Air India,Banglore,Delhi,0,7171,165.0,17,0,19,45,June,Saturday
Jet Airways,Kolkata,Banglore,1,12121,690.0,9,35,21,5,May,Monday
Air India,Delhi,Cochin,2,11753,500.0,10,55,19,15,June,Wednesday
IndiGo,Banglore,New Delhi,1,8064,285.0,5,15,10,0,March,Friday
Jet Airways,Delhi,Cochin,1,10262,1680.0,15,0,19,0,June,Thursday
IndiGo,Chennai,Kolkata,0,5277,140.0,22,5,0,25,May,Friday
Jet Airways,Banglore,Delhi,0,8016,180.0,17,45,20,45,June,Sunday
Air India,Mumbai,Hyderabad,2,11342,560.0,5,30,14,50,March,Tuesday
Jet Airways,Kolkata,Banglore,1,7594,1330.0,6,30,4,40,June,Wednesday
Air Asia,Banglore,Delhi,0,4483,165.0,11,10,13,55,June,Monday
Jet Airways,Delhi,Cochin,2,16263,505.0,20,0,4,25,May,Saturday
Air India,Kolkata,Banglore,2,13243,920.0,10,0,1,20,May,Sunday
Jet Airways,Banglore,Delhi,0,6478,165.0,6,0,8,45,June,Wednesday
Jet Airways,Delhi,Cochin,1,15764,320.0,23,5,4,25,March,Wednesday
Air India,Kolkata,Banglore,2,4647,1170.0,9,10,4,40,April,Wednesday
Jet Airways,Banglore,Delhi,0,8016,180.0,19,50,22,50,June,Monday
Air India,Kolkata,Banglore,0,4145,155.0,20,45,23,20,June,Wednesday
Multiple carriers,Delhi,Cochin,1,8055,810.0,7,30,21,0,March,Wednesday
Air India,Delhi,Cochin,2,12409,1560.0,17,15,19,15,May,Saturday
IndiGo,Kolkata,Banglore,0,6038,165.0,9,35,12,20,March,Sunday
Air Asia,Kolkata,Banglore,0,4107,150.0,22,50,1,20,May,Tuesday
Jet Airways,Banglore,New Delhi,1,25735,1450.0,22,50,23,0,March,Friday
Air India,Kolkata,Banglore,2,11458,955.0,9,25,1,20,June,Thursday
Air Asia,Delhi,Cochin,1,6152,340.0,16,45,22,25,April,Wednesday
Jet Airways,Kolkata,Banglore,1,10844,1585.0,21,10,23,35,June,Sunday
Vistara,Chennai,Kolkata,0,11982,140.0,17,45,20,5,May,Friday
Jet Airways,Kolkata,Banglore,1,13941,590.0,6,30,16,20,May,Thursday
IndiGo,Delhi,Cochin,1,6938,480.0,14,20,22,20,March,Wednesday
Jet Airways,Delhi,Cochin,2,15339,1775.0,13,25,19,0,June,Thursday
Jet Airways,Delhi,Cochin,2,20064,2245.0,5,25,18,50,March,Sunday
Multiple carriers,Delhi,Cochin,1,6093,455.0,14,55,22,30,June,Saturday
Multiple carriers Premium economy,Delhi,Cochin,1,10885,395.0,19,0,1,35,March,Thursday
Air India,Delhi,Cochin,1,8907,570.0,13,30,23,0,June,Saturday
Jet Airways,Kolkata,Banglore,1,9663,855.0,6,30,20,45,May,Monday
IndiGo,Delhi,Cochin,1,7160,425.0,5,5,12,10,April,Saturday
Multiple carriers Premium economy,Delhi,Cochin,1,11269,480.0,7,30,15,30,March,Thursday
Jet Airways,Mumbai,Hyderabad,0,5678,90.0,19,35,21,5,April,Monday
Jet Airways,Mumbai,Hyderabad,0,5678,85.0,2,55,4,20,May,Monday
Air India,Delhi,Cochin,1,8907,795.0,9,45,23,0,June,Thursday
Jet Airways,Mumbai,Hyderabad,0,3210,85.0,2,55,4,20,June,Thursday
Air India,Banglore,Delhi,0,6961,165.0,6,10,8,55,May,Wednesday
Jet Airways,Banglore,New Delhi,1,14815,1090.0,14,5,8,15,March,Wednesday
Jet Airways,Kolkata,Banglore,1,11467,1540.0,20,25,22,5,May,Monday
GoAir,Delhi,Cochin,1,9069,310.0,14,25,19,35,June,Monday
SpiceJet,Kolkata,Banglore,1,4649,315.0,15,5,20,20,May,Wednesday
IndiGo,Banglore,Delhi,0,4823,175.0,18,25,21,20,June,Monday
Air India,Kolkata,Banglore,1,6528,1440.0,14,35,14,35,May,Tuesday
Jet Airways,Banglore,New Delhi,1,22270,400.0,5,45,12,25,March,Wednesday
Jet Airways,Delhi,Cochin,2,15654,1060.0,10,45,4,25,March,Saturday
Vistara,Kolkata,Banglore,1,7770,1595.0,20,20,22,55,April,Monday
IndiGo,Kolkata,Banglore,0,4804,155.0,4,40,7,15,May,Friday
